WH,WH-Bigram,WH-POS,WH-NBOR-POS,Root-POS,Class
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,NUM
what,what company,WDT,NN,VBD,HUM
what,what term,WDT,NN,VBZ,ENTY
what,what sea,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what are,WP,VBP,VBP,ENTY
,,,,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VBZ,ENTY
,,,,VB,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
what,what do,WP,VBP,VB,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what national,WP,NNP,VBD,HUM
what,what animals,WDT,NNS,VBD,ENTY
how,how did,WRB,VBD,VBP,DESC
when,when did,WRB,VBD,VB,NUM
how,how many,WRB,JJ,VBN,NUM
who,who developed,WP,VBD,VBD,HUM
who,who made,WP,VBD,VBD,HUM
what,what country,WDT,NN,VBD,LOC
what,what civil,WDT,JJ,VBN,ENTY
how,how many,WRB,JJ,VB,NUM
how,how do,WRB,VBP,VB,DESC
where,where can,WRB,MD,VB,LOC
what,what character,WDT,NN,VB,HUM
when,when was,WRB,VBD,VBD,NUM
what,what asian,WP,JJ,VBN,HUM
where,where is,WRB,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what ocean,WDT,NN,VBZ,LOC
why,why do,WRB,VBP,VBP,DESC
why,why are,WRB,VBP,VBP,DESC
what,what do,WP,VBP,VBP,DESC
what,what world,WP,NNP,VBD,ENTY
what,what country,WDT,NN,VBZ,LOC
what,what city,WDT,NN,VB,LOC
what,what computer,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what do,WP,VBP,VBP,ABBR
what,what animals,WDT,NNS,VB,ENTY
what,what english,WP,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
how,how much,WRB,JJ,VBN,NUM
what,what two,WP,CD,VBP,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
what,what does,WP,VBZ,VBP,ENTY
what,what percentage,WDT,NN,NNPS,NUM
what,what \'s,WP,VBZ,VBZ,LOC
,,,,VB,LOC
who,who sells,WP,VBZ,VBZ,HUM
what,what musical,WDT,JJ,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what building,WDT,NN,VBP,LOC
what,what are,WP,VBP,VBP,DESC
who,who was,WP,VBD,VBD,HUM
what,what movie,WP,NN,VBD,ENTY
who,who did,WP,VBD,VB,HUM
what,what kind,WDT,NN,VBZ,ENTY
which,which woodrow,WDT,NNP,VB,HUM
what,what country,WDT,NN,VBD,LOC
what,what university,WDT,NN,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what kind,WDT,NN,VBZ,ENTY
what,what did,WP,VBD,VB,ENTY
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,ENTY
who,who served,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
who,who are,WP,VBP,VB,HUM
which,which one,WDT,CD,VB,HUM
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,LOC
what,what continent,WDT,NN,VBZ,LOC
why,why was,WRB,VBD,VBD,DESC
who,who killed,WP,VBD,VBD,HUM
what,what caused,WP,VBD,VBD,DESC
that,what \'s that can,WDT,MD,VBZ,ENTY
what,what u.s.,WP,NNP,VBZ,LOC
what,what war,WDT,NN,VBD,ENTY
what,what was,WP,VBD,VBD,NUM
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what mustachioed,WDT,JJ,VBD,HUM
what,what does,WP,VBZ,VBN,NUM
what,what actor,WDT,NN,VBN,HUM
what,what does,WP,VBZ,VB,ABBR
which,what is which a,WDT,DT,VBZ,ENTY
how,how do,WRB,VBP,VB,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what city,WDT,NN,VBN,LOC
what,what are,WP,VBP,VBP,ENTY
who,who portrayed,WP,VBD,VBD,HUM
,,,,NN,ENTY
when,when were,WRB,VBD,VBN,NUM
what,what president,WP,NNP,VBD,HUM
how,how many,WRB,JJ,VB,NUM
that,that traveled,WDT,VBD,VB,HUM
what,what country,WDT,NN,VBD,LOC
what,what \'s,WP,VBZ,VBZ,ENTY
what,what was,WP,VBD,VBD,DESC
what,what city,WDT,NN,VBD,LOC
how,how long,WRB,RB,NN,NUM
what,what 1963,WP,CD,VBD,ENTY
what,what japanese,WDT,JJ,VBN,HUM
what,what can,WP,MD,VBN,NUM
where,where did,WRB,VBD,VB,LOC
how,how much,WRB,JJ,VB,NUM
that,what mystery that was that was,WDT,VBD,VBD,HUM
what,what state,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,LOC
where,where is,WRB,VBZ,VBZ,LOC
,,,,NNP,ENTY
what,what are,WP,VBP,VBP,ENTY
what,what day,WDT,NN,VBD,NUM
what,what letter,WDT,NN,VBZ,ENTY
what,what did,WP,VBD,NNP,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what country,WP,NN,VBZ,LOC
what,what sound,WDT,NN,VB,LOC
what,what tv,WP,NN,VBD,ENTY
what,what kentucky,WP,NNP,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what \'s,WP,VBZ,VBZ,ENTY
where,what european where the,WRB,DT,VBD,LOC
what,what u.s.,WP,NNP,VBZ,LOC
where,where was,WRB,VBD,VBD,LOC
what,what is,WP,VBZ,VBZ,LOC
what,what is,WP,VBZ,VBZ,HUM
what,what penalty,WDT,NN,VBZ,ENTY
what,what presidential,WDT,JJ,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what kind,WDT,NN,VBD,ENTY
which,which of,WDT,IN,VBP,HUM
what,what \'s,WP,VBZ,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what ?,WP,.,VBN,ENTY
where,where is,WRB,VBZ,VBZ,LOC
when,when is,WRB,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBP,DESC
,,,,VBD,HUM
what,what are,WP,VBP,VBP,LOC
what,what does,WP,VBZ,VB,ABBR
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,HUM
who,who invented,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what 2th,WDT,JJ,VBZ,HUM
how,how many,WRB,JJ,VBP,NUM
who,who does,WP,VBZ,VBP,HUM
which,which country,WDT,NN,VBN,LOC
what,what ``,WP,``,VBZ,ENTY
how,how many,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBZ,HUM
which,which radio,WDT,NN,VBP,HUM
what,what two,WP,CD,VBD,HUM
,,,,VB,HUM
how,how do,WRB,VBP,NN,DESC
who,who replies,WP,VBZ,VBP,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,LOC
where,where can,WRB,MD,VB,LOC
that,what is that makes,WDT,VBZ,VBZ,HUM
what,what sport,WDT,NN,VBN,ENTY
who,who won,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
,,,,VB,HUM
what,what was,WP,VBD,VBD,HUM
what,what singer,WDT,NN,VBZ,HUM
how,how much,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what army,WP,NN,VBZ,HUM
what,what kind,WDT,NN,VBP,ENTY
when,what are when you,WRB,PRP,VBG,DESC
why,why are,WRB,VBP,JJ,DESC
which,which gender,WDT,NN,VBZ,ENTY
what,what u.s.,WP,NNP,VBZ,LOC
what,what state,WDT,NN,NN,LOC
how,how fast,WRB,RB,VB,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how fast,WRB,JJ,VBZ,NUM
what,what kind,WDT,NN,VBD,ENTY
what,what count,WP,NN,VB,HUM
what,what are,WP,VBP,VBP,NUM
what,what is,WP,VBZ,VBZ,LOC
how,how far,WRB,RB,VBZ,NUM
,,,,VB,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBZ,NUM
what,what hermann,WP,NNP,VBD,ENTY
where,where does,WRB,VBZ,VB,LOC
what,what book,WDT,NN,VBZ,ENTY
what,what african,WDT,JJ,VBN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
which,which city,WDT,NN,VBZ,LOC
how,how old,WRB,JJ,VBZ,NUM
who,who was,WP,VBD,VBD,HUM
who,who is,WP,VBZ,VBZ,HUM
what,what does,WP,VBZ,VB,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,ENTY
who,who was,WP,VBD,VBD,HUM
that,why are that people,WDT,NNS,VBP,DESC
where,where is,WRB,VBZ,VBZ,LOC
what,what book,WDT,NN,VB,ENTY
what,what was,WP,VBD,VBD,NUM
when,when will,WRB,MD,VB,NUM
who,who created,WP,VBD,VBD,HUM
which,which vietnamese,WDT,JJ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what do,WP,VBP,VB,LOC
what,what country,WP,NN,VBZ,LOC
where,where does,WRB,VBZ,VBP,LOC
who,who is,WP,VBZ,VBZ,HUM
who,who established,WP,VBD,VBD,HUM
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,NUM
where,where can,WRB,MD,VB,LOC
where,where did,WRB,VBD,NN,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,ENTY
what,what is,WP,VBZ,VBZ,NUM
how,how many,WRB,JJ,VBP,NUM
who,who shot,WP,VBD,VBD,HUM
when,what will when sodium,WRB,NN,VB,DESC
what,what \'s,WP,VBZ,VBZ,DESC
what,what future,WDT,JJ,VBD,HUM
who,who was,WP,VBD,VBD,HUM
which,which operating,WDT,VBG,VBZ,ENTY
what,what are,WP,VBP,VBP,NUM
when,when was,WRB,VBD,VBD,NUM
what,what are,WP,VBP,VBP,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what african,WDT,JJ,VBN,LOC
what,what was,WP,VBD,VBD,HUM
what,what hard,WDT,JJ,VBD,HUM
who,who were,WP,VBD,VBD,HUM
who,who wrote,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
what,what handicraft,WDT,NN,VBZ,ENTY
what,what french,WDT,JJ,NNS,LOC
how,how long,WRB,RB,VB,NUM
how,how many,WRB,JJ,NNS,NUM
what,what cherokee,WP,NNP,VBD,HUM
when,when were,WRB,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,NUM
who,who was,WP,VBD,VBD,HUM
what,what countries,WDT,NNS,VBP,LOC
what,what was,WP,VBD,VBD,HUM
how,how do,WRB,VBP,VB,DESC
who,who did,WP,VBD,VB,HUM
who,who was,WP,VBD,VBD,HUM
how,how is,WRB,VBZ,VBZ,DESC
which,which of,WDT,IN,VBZ,HUM
what,what are,WP,VBP,VBP,DESC
what,what molecules,WDT,NNS,VBP,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
how,how can,WRB,MD,VB,DESC
how,how many,WRB,JJ,VB,NUM
what,what basketball,WDT,NN,VB,ENTY
who,what is who hate,WP,VBP,VBZ,ENTY
how,how many,WRB,JJ,VBD,NUM
what,what does,WP,VBZ,VB,ENTY
what,what are,WP,VBP,VBP,ENTY
what,what does,WP,VBZ,VB,DESC
who,who took,WP,VBD,VBD,HUM
which,what were which followed,WDT,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what nazi,WP,NNP,VBD,HUM
what,what famous,WDT,JJ,VBN,ENTY
which,which company,WDT,NN,VBD,HUM
what,what brand,WDT,NN,VBZ,NUM
what,what do,WP,VBP,VB,ENTY
what,what were,WP,VBD,VBD,DESC
what,what are,WP,VBP,VBP,DESC
what,what city,WDT,NN,VBN,LOC
how,how can,WRB,MD,VB,DESC
what,what do,WP,VBP,VBP,DESC
what,what chocolate,WDT,NN,VBN,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what do,WP,VBP,NN,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBN,DESC
what,what was,WP,VBD,VBD,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
who,who betrayed,WP,VBD,VBD,HUM
who,who took,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VBZ,ENTY
who,who were,WP,VBD,VBD,HUM
what,what do,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who is,WP,VBZ,VBN,HUM
what,what year,WDT,NN,VB,NUM
what,what causes,WP,VBZ,VBZ,DESC
how,how tall,WRB,JJ,VBZ,NUM
what,what actor,WDT,NN,VBD,HUM
what,what animal,WDT,NN,VBD,ENTY
how,how long,WRB,RB,VB,NUM
how,how much,WRB,JJ,JJ,NUM
what,what lake,WP,NN,VBZ,LOC
what,what are,WP,VBP,VBP,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what nantucket,WP,NNP,VBD,ENTY
what,what are,WP,VBP,VBP,ENTY
,,,,VB,ENTY
what,what is,WP,VBZ,VBZ,LOC
how,how many,WRB,JJ,VBD,NUM
what,what is,WP,VBZ,VBZ,ENTY
who,who wrote,WP,VBD,VBD,HUM
who,what is who won,WP,VBD,VBZ,HUM
who,who claims,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what honeymooners,WP,NNP,VBD,HUM
why,why can,WRB,MD,VBP,DESC
what,what did,WP,VBD,NN,ENTY
what,what dog,WDT,NN,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VBZ,HUM
what,what was,WP,VBD,VBD,HUM
whom,whom ?,WP,.,VBN,HUM
what,what should,WP,MD,VBN,ENTY
how,how can,WRB,MD,VB,DESC
who,who invented,WP,VBD,VBD,HUM
whom,whom did,WP,VBD,VB,HUM
how,how many,WRB,JJ,VBD,NUM
what,what city,WDT,NN,VBP,LOC
how,how long,WRB,RB,VBD,NUM
what,what word,WDT,NN,VBZ,ENTY
how,how can,WRB,MD,VB,DESC
how,how would,WRB,MD,VB,DESC
what,what year,WDT,NN,VB,NUM
what,what composer,WDT,NN,VBN,HUM
how,how many,WRB,JJ,VBP,NUM
how,how long,WRB,RB,VB,NUM
what,what does,WP,VBZ,VB,ABBR
who,who created,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what did,WP,VBD,VBP,DESC
where,where are,WRB,VBP,VBP,LOC
who,who was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
what,what kind,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,DESC
what,what department,WDT,NN,VBZ,HUM
which,which sex,WDT,NN,VBZ,ENTY
what,what was,WP,VBD,VBD,LOC
what,what state,WDT,NN,VBZ,LOC
what,what u.s.,WP,NNP,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,LOC
how,how many,WRB,JJ,VBP,NUM
who,who was,WP,VBD,VBD,HUM
what,what document,WDT,NN,VBP,ENTY
who,who portrayed,WP,VBD,VBD,HUM
what,what happened,WP,VBD,VBD,DESC
what,what wheel,WDT,NN,NN,ENTY
how,how much,WRB,JJ,VBD,NUM
what,what year,WDT,NN,VBD,NUM
what,what country,WP,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what metropolis,WP,NN,VBN,LOC
where,where can,WRB,MD,VB,LOC
how,how do,WRB,VBP,VB,DESC
what,what mary,WP,NNP,VBD,ENTY
what,what city,WDT,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
who,who won,WP,VBD,VBD,HUM
what,what did,WP,VBD,VB,ENTY
who,who is,WP,VBZ,VBZ,HUM
what,what was,WP,VBD,VBD,HUM
who,who was,WP,VBD,VBN,HUM
what,what overalls,WDT,NNS,VBN,ENTY
why,why do,WRB,VBP,VB,DESC
what,what nationality,WDT,NN,VBD,LOC
how,how much,WRB,JJ,VBN,NUM
what,what is,WP,VBZ,VBZ,ENTY
when,when was,WRB,VBD,VBN,NUM
how,how many,WRB,JJ,VBN,NUM
when,what must when he,WRB,PRP,VB,DESC
what,what is,WP,VBZ,VBZ,LOC
what,what type,WDT,NN,VBZ,ENTY
when,when was,WRB,VBD,VBD,NUM
what,what line,WDT,NN,VBD,ENTY
why,why did,WRB,VBD,VBD,DESC
what,what organization,WDT,NN,VBZ,HUM
that,how would that have,WDT,VBP,VB,DESC
what,what mexican,WP,JJ,VBN,HUM
what,what does,WP,VBZ,VB,ABBR
what,what is,WP,VBZ,VBZ,DESC
what,what feud,WDT,NN,VBD,ENTY
what,what color,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,NUM
what,what ?,WP,.,VBN,ENTY
what,what are,WP,VBP,VBP,NUM
where,where is,WRB,VBZ,VBZ,LOC
what,what female,WDT,JJ,VBD,HUM
who,what are who appear,WP,VBP,VBP,HUM
what,what war,WDT,NN,VBD,ENTY
what,what should,WP,MD,VB,DESC
what,what is,WP,VBZ,VBZ,NUM
what,what year,WDT,NN,VB,NUM
who,who created,WP,VBD,VBD,HUM
what,what city,WDT,NN,VBN,LOC
what,what ever,WP,RB,VBD,DESC
,,,,VB,HUM
what,what did,WP,VBD,VBP,ENTY
what,what populous,WDT,JJ,VBZ,LOC
what,what college,WDT,NN,VBD,HUM
what,what state,WDT,NN,VBD,LOC
when,when did,WRB,VBD,VB,NUM
what,what country,WP,NN,VBP,LOC
what,what high,WDT,JJ,VBD,HUM
what,what do,WP,VBP,VB,ENTY
what,what is,WP,VBZ,VBZ,ABBR
what,what is,WP,VBZ,VBZ,DESC
how,how long,WRB,JJ,VBD,NUM
what,what kind,WDT,NN,VBN,ENTY
how,how many,WRB,JJ,VBP,NUM
what,what fruit,WDT,NN,VBN,HUM
what,what are,WP,VBP,VBP,ENTY
what,when the what moving,WP,VBG,VBD,HUM
which,which kevin,WDT,NNP,VBZ,ENTY
who,who played,WP,VBD,VBD,HUM
how,how does,WRB,VBZ,NN,DESC
what,what is,WP,VBZ,VBZ,ENTY
who,who invented,WP,VBD,VBD,HUM
what,what part,WDT,NN,VBD,ENTY
when,when did,WRB,VBD,VBP,NUM
why,why do,WRB,VBP,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what ?,WP,.,VBZ,ENTY
what,what city,WDT,NN,VBD,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what tokyo,WP,NNP,NNS,LOC
what,what was,WP,VBD,VBD,NUM
what,when mighty what was,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what group,WDT,NN,VBD,HUM
how,how many,WRB,JJ,VBN,NUM
when,when was,WRB,VBD,VBD,NUM
what,what is,WP,VBZ,VBZ,HUM
how,how many,WRB,JJ,VB,NUM
how,how old,WRB,JJ,VBZ,NUM
what,what percentage,WDT,NN,NN,NUM
how,how can,WRB,MD,VB,DESC
how,how do,WRB,VBP,VB,DESC
how,how many,WRB,JJ,NNP,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBD,NUM
what,what was,WP,VBD,VBD,ENTY
what,what country,WDT,NN,VBP,LOC
what,what do,WP,VBP,VB,ENTY
what,what new,WP,NNP,VBN,HUM
who,who is,WP,VBZ,VBN,HUM
who,who penned,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what was,WP,VBD,VBD,ENTY
what,what song,WDT,NN,VBD,ENTY
who,who headed,WP,VBD,VBD,HUM
what,what south,WP,JJ,VBZ,LOC
what,what german,WDT,JJ,VB,LOC
what,what island,WP,NN,VBZ,LOC
what,what is,WP,VBZ,VBZ,ENTY
that,what is that likes,WDT,VBZ,VBZ,HUM
where,where was,WRB,VBD,VBD,LOC
what,what is,WP,VBZ,VBZ,ENTY
,,,,VB,HUM
who,who made,WP,VBD,VBD,HUM
what,what french,WDT,JJ,VBD,HUM
what,what season,WDT,NN,VBZ,NUM
which,which was,WDT,VBD,VB,HUM
what,what comedian,WDT,NN,VBN,HUM
what,what country,WDT,NN,VBZ,LOC
what,what apollo,WP,NNP,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what is,WP,VBZ,VBZ,LOC
what,what good,WP,NNP,VBZ,HUM
which,which tennessee,WDT,NNP,VBZ,ENTY
what,what was,WP,VBD,VBD,HUM
what,what war,WDT,NN,NN,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
what,what month,WDT,NN,VBP,NUM
how,how many,WRB,JJ,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what \'s,WP,VBZ,VBZ,LOC
what,what effects,WDT,NNS,VBP,DESC
what,what is,WP,VBZ,NN,DESC
what,what three,WP,CD,VBP,LOC
what,what happened,WP,VBD,VBD,DESC
what,what was,WP,VBD,VBD,ENTY
how,how can,WRB,MD,VB,DESC
how,how many,WRB,JJ,VBP,NUM
who,who made,WP,VBD,VBD,HUM
what,what is,WP,VBZ,VBZ,NUM
what,what sport,WDT,NN,VBZ,ENTY
who,who \'s,WP,VBZ,VBZ,HUM
what,what year,WDT,NN,VB,NUM
who,who was,WP,VBD,VBD,HUM
what,what \'s,WP,VBZ,VBZ,LOC
what,what asian,WP,JJ,VBZ,LOC
when,when will,WRB,MD,VB,NUM
what,what famous,WDT,JJ,VBN,HUM
what,when it what one,WP,CD,VBZ,ENTY
what,what culture,WDT,NN,VBD,HUM
what,what baseball,WDT,NN,VBD,HUM
what,what kind,WDT,NN,VB,ENTY
what,what were,WP,VBD,VBD,LOC
what,what constellation,WDT,NN,VBZ,LOC
how,how many,WRB,JJ,VBP,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what james,WP,NNP,VBN,ENTY
what,what famed,WP,VBD,VBD,LOC
how,how many,WRB,JJ,VBP,NUM
what,what stringed,WDT,VBD,NNS,ENTY
where,where did,WRB,VBD,VB,LOC
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,HUM
who,who was,WP,VBD,VBD,HUM
how,how long,WRB,JJ,VBZ,NUM
what,what does,WP,VBZ,VB,DESC
what,what kind,WDT,NN,VB,ENTY
where,where does,WRB,VBZ,VB,LOC
how,how can,WRB,MD,VB,DESC
why,why does,WRB,VBZ,VB,DESC
what,what instrument,WP,NN,VBZ,ENTY
what,what were,WP,VBD,VBD,DESC
what,what \'s,WP,VBZ,VBZ,NUM
who,who started,WP,VBD,VBD,HUM
what,what film,WDT,NN,IN,ENTY
what,what are,WP,VBP,VBP,ENTY
how,how old,WRB,JJ,VBZ,NUM
what,what is,WP,VBZ,VBZ,DESC
which,which nba,WDT,NNP,VBD,HUM
what,what chocolate,WDT,NN,VBZ,HUM
how,how does,WRB,VBZ,VB,DESC
what,what fossilizes,WDT,VBZ,VBZ,ENTY
how,how many,WRB,JJ,VBP,NUM
where,where is,WRB,VBZ,VBZ,LOC
what,what caribbean,WP,JJ,VBN,LOC
where,where is,WRB,VBZ,VBZ,LOC
where,where can,WRB,MD,VB,LOC
that,what \'s that means,WDT,VBZ,VBZ,ENTY
who,who is who also,WP,RB,VBZ,HUM
what,what australian,WP,JJ,VBD,LOC
what,what other,WP,JJ,VBN,ENTY
what,what is,WP,VBZ,VBZ,DESC
,,,,NN,HUM
what,what color,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBZ,HUM
what,what river,WDT,NN,VBZ,LOC
how,how often,WRB,RB,VBN,NUM
how,how does,WRB,VBZ,VB,DESC
how,how many,WRB,JJ,VBN,NUM
what,what three,WP,CD,VBP,ENTY
what,what \'s,WP,VBZ,VBZ,DESC
what,what are,WP,VBP,VBP,ENTY
what,what does,WP,VBZ,VB,ABBR
that,what is that likes,WDT,VBZ,VBZ,HUM
who,who portrayed,WP,VBD,VBD,HUM
what,what constitutes,WP,VBZ,VBZ,ENTY
that,what is that i,WDT,PRP,VBZ,LOC
what,what is,WP,VBZ,VBZ,DESC
what,what baseball,WDT,NN,VBD,ENTY
what,what are,WP,VBP,VBP,DESC
what,what common,WP,JJ,VBP,ENTY
what,what season,WDT,NN,VBZ,NUM
who,who was,WP,VBD,VBN,HUM
what,what was,WP,VBD,VBD,ENTY
what,what tv,WP,NN,VBD,ENTY
where,where did,WRB,VBD,VBP,LOC
what,what is,WP,VBZ,VBZ,LOC
how,how do,WRB,VBP,VB,DESC
who,who is,WP,VBZ,VBZ,HUM
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,ENTY
what,what are,WP,VBP,VBP,DESC
who,what william who leads,WP,VBZ,VBZ,ENTY
what,what is,WP,VBZ,VBZ,ENTY
who,who said,WP,VBD,VBD,HUM
what,what national,WP,NNP,VBD,HUM
what,what are,WP,VBP,VBP,DESC
how,how long,WRB,JJ,VBD,NUM
what,what is,WP,VBZ,VBZ,DESC
who,who \'s,WP,VBZ,VBZ,HUM
what,what kenyan,WDT,JJ,VBZ,LOC
why,why do,WRB,VBP,VB,DESC
what,what causes,WP,VBZ,VBZ,DESC
what,what is,WP,VBZ,VBZ,HUM
what,what four,WP,CD,VBP,LOC
what,what \'s,WP,VBZ,VBZ,DESC
what,what does,WP,VBZ,VB,DESC
what,what is,WP,VBZ,VBZ,DESC
who,who was,WP,VBD,VBD,HUM
what,what major,WDT,JJ,VBN,HUM
what,what caused,WP,VBD,VBD,DESC
what,what ?,WP,.,VBN,HUM
what,what is,WP,VBZ,VBZ,ENTY
where,what year where nadia,WRB,NNP,VBD,NUM
what,what is,WP,VBZ,VBZ,ENTY
how,how did,WRB,VBD,VB,DESC
how,how do,WRB,VBP,VB,DESC
what,what are,WP,VBP,VBP,LOC
what,what is,WP,VBZ,VBZ,ENTY
what,what are,WP,VBP,VBP,LOC
who,who is,WP,VBZ,VBZ,HUM
where,where on,WRB,IN,VB,LOC
what,what do,WP,VBP,NN,ENTY
what,what \'s,WP,VBZ,VBZ,ENTY
how,how do,WRB,VBP,VB,DESC
what,what was,WP,VBD,VBD,ENTY
what,what is,WP,VBZ,VBZ,ENTY
what,what animal,WDT,NN,VBZ,ENTY
what,what \'s,WP,VBZ,VBZ,DESC
how,how many,WRB,JJ,VBD,NUM
what,what \'s,WP,VBZ,VBZ,HUM
how,how long,WRB,RB,VB,NUM
what,what is,WP,VBZ,VBZ,DESC
what,what kind,WDT,NN,VBZ,ENTY
what,what is,WP,VBZ,VBN,DESC
which,what are which one,WDT,PRP,VBP,ENTY
what,what city,WDT,NN,VBN,LOC
where,where did,WRB,VBD,RB,LOC
how,how does,WRB,VBZ,VB,DESC
what,what are,WP,VBP,VBP,DESC
how,how can,WRB,MD,VB,DESC
how,how do,WRB,VBP,VB,DESC
whom,who is whom shia,WP,NNP,VBZ,HUM
what,what is,WP,VBZ,NN,DESC
where,where can,WRB,MD,VB,LOC
what,what is,WP,VBZ,VBZ,NUM
what,what are,WP,VBP,VBP,DESC
what,what does,WP,VBZ,VB,ENTY
